t,dd02
0, 1.004301075268817
0.002439024390243901, 1.0193548387096771
0.004634146341463415, 1.0365591397849463
0.007073170731707316, 1.0516129032258064
0.009878048780487803, 1.075268817204301
0.013414634146341461, 1.0989247311827954
0.017682926829268288, 1.1161290322580644
0.023170731707317073, 1.1225806451612903
0.026707317073170735, 1.1161290322580644
0.03097560975609756, 1.0881720430107527
0.03621951219512194, 1.0365591397849463
0.04329268292682927, 0.9376344086021504
0.05085365853658536, 0.7870967741935483
0.05609756097560976, 0.6602150537634408
0.06024390243902438, 0.5505376344086019
0.06353658536585363, 0.45591397849462356
0.06621951219512195, 0.3784946236559139
0.06817073170731705, 0.3204301075268816
0.06987804878048778, 0.2666666666666666
0.07134146341463413, 0.22580645161290325
0.07243902439024388, 0.1870967741935481
0.07329268292682925, 0.15698924731182795
0.07414634146341462, 0.12903225806451601
0.07475609756097559, 0.10322580645161294
0.07548780487804879, 0.07741935483870965
0.07634146341463413, 0.05161290322580636
0.07743902439024389, 0.019354838709677358
