tnur02e-2, dd02
0,1
10.02506266,0.894097247
16.04010025,0.831686968
22.05513784,0.773057407
30.07518797,0.720089449
38.0952381,0.680354004
78.19548872,0.617782642
118.2957393,0.593018463
159.3984962,0.570139906
183.4586466,0.551122608
229.5739348,0.526330003
276.6917293,0.505313378
320.802005,0.486201326
360.9022556,0.465217865
400,0.444239142
