t,dd02
0, 0.9999999999999999
0.0019512195121951237, 1.0172043010752687
0.004024390243902436, 1.0344086021505374
0.006097560975609755, 1.0473118279569893
0.008658536585365851, 1.0623655913978494
0.010975609756097557, 1.068817204301075
0.013292682926829266, 1.0731182795698924
0.01597560975609756, 1.075268817204301
0.01914634146341463, 1.0709677419354837
0.023658536585365854, 1.0365591397849463
0.029390243902439023, 0.9634408602150537
0.0374390243902439, 0.8344086021505376
0.044146341463414625, 0.6946236559139785
0.049268292682926824, 0.5827956989247312
0.05317073170731707, 0.48172043010752663
0.056341463414634134, 0.3999999999999999
0.05902439024390243, 0.33333333333333326
0.06109756097560975, 0.27956989247311825
0.06280487804878049, 0.22795698924731167
0.06439024390243903, 0.19354838709677424
0.06573170731707317, 0.1591397849462366
0.06682926829268293, 0.13118279569892466
0.06841463414634147, 0.08817204301075265
0.06951219512195123, 0.05591397849462365
0.07060975609756096, 0.027956989247311714
