# x, y, z, u, v, w
5.595961914206819543e+00,5.595961914206819543e+00,1.472621556370215412e+00,-1.178462882390847802e-02,5.206205650281393177e-02,-2.545006373668020627e-01
5.792311455056180947e+00,5.595961914206819543e+00,1.472621556370215412e+00,7.692550372551008042e-01,-4.056593729974218299e-01,-6.293927714356994940e-01
5.988660995905542350e+00,5.595961914206819543e+00,1.472621556370215412e+00,1.383721809244159218e+00,-8.679596835614279415e-01,-4.594483993322492910e-01
6.185010536754905530e+00,5.595961914206819543e+00,1.472621556370215412e+00,1.439751526030727424e+00,-1.554847053195425266e+00,3.744399409311031240e-02
9.817477042468103487e-02,5.792311455056180947e+00,1.472621556370215412e+00,-1.482746589647286617e-01,-1.883231933757773646e+00,1.315273709514051870e+00
2.945243112740431046e-01,5.792311455056180947e+00,1.472621556370215412e+00,-8.487305637376880707e-01,-1.561441966543916759e+00,1.718176932226733067e+00
4.908738521234051744e-01,5.792311455056180947e+00,1.472621556370215412e+00,-1.282026370190427533e+00,-5.535526062707182282e-01,2.048415497832003052e+00
6.872233929727672441e-01,5.792311455056180947e+00,1.472621556370215412e+00,-1.462359120043286165e+00,3.328828427465073680e-01,1.924454197083766971e+00
8.835729338221293139e-01,5.792311455056180947e+00,1.472621556370215412e+00,-1.587761759777202020e+00,4.349842310369576026e-01,8.827482846253102977e-01
1.079922474671491273e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.638880734545040463e+00,-2.556322225858809749e-01,-8.614740256939497076e-01
1.276272015520853564e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.372739473544086319e+00,-1.293673679193853232e+00,-2.394131772301615335e+00
1.472621556370215412e+00,5.792311455056180947e+00,1.472621556370215412e+00,-6.177842052627342539e-01,-2.072226509981674791e+00,-2.786557630480673620e+00
1.668971097219577704e+00,5.792311455056180947e+00,1.472621556370215412e+00,5.343515059707113490e-01,-2.138343569935070576e+00,-1.839481015360929117e+00
1.865320638068939552e+00,5.792311455056180947e+00,1.472621556370215412e+00,1.724443545204823014e+00,-1.550950411254730099e+00,-3.780746935249564844e-01
2.061670178918301843e+00,5.792311455056180947e+00,1.472621556370215412e+00,2.462392029530231063e+00,-9.324409332023178010e-01,4.307886307927837888e-01
2.258019719767663691e+00,5.792311455056180947e+00,1.472621556370215412e+00,2.448565113106284663e+00,-9.802425921169605205e-01,2.426358983005589554e-01
2.454369260617025983e+00,5.792311455056180947e+00,1.472621556370215412e+00,1.828954425025489661e+00,-1.745548761347779365e+00,-3.447603255705306569e-01
2.650718801466387831e+00,5.792311455056180947e+00,1.472621556370215412e+00,1.017418499005294352e+00,-2.434742103256222645e+00,-7.043638478885033694e-01
2.847068342315750122e+00,5.792311455056180947e+00,1.472621556370215412e+00,2.801655913860543468e-01,-2.122221826073235285e+00,-6.233233140792401317e-01
3.043417883165111970e+00,5.792311455056180947e+00,1.472621556370215412e+00,-3.872516176066633231e-01,-6.384591543203695929e-01,-9.673427883261086213e-02
3.239767424014474262e+00,5.792311455056180947e+00,1.472621556370215412e+00,-9.961241417688129207e-01,1.302880567894439956e+00,6.345523067684706309e-01
3.436116964863836110e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.352625694166046610e+00,2.623019282867868895e+00,9.727806512320262833e-01
3.632466505713198401e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.240104317251249144e+00,2.577263146834570584e+00,4.550872350035759517e-01
3.828816046562560249e+00,5.792311455056180947e+00,1.472621556370215412e+00,-7.492030859687707212e-01,1.358509673485210678e+00,-5.768066782449708940e-01
4.025165587411922985e+00,5.792311455056180947e+00,1.472621556370215412e+00,-2.701033093902565074e-01,-3.501688511255209024e-02,-1.219897829419140933e+00
4.221515128261284389e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.241117316826664679e-01,-7.896398801907343890e-01,-1.093727818726661027e+00
4.417864669110645792e+00,5.792311455056180947e+00,1.472621556370215412e+00,-2.995059254964198558e-01,-9.220360677109427083e-01,-6.858273267499583881e-01
4.614214209960008972e+00,5.792311455056180947e+00,1.472621556370215412e+00,-5.890070600959279590e-01,-8.014811361515847832e-01,-3.969725972707108808e-01
4.810563750809370376e+00,5.792311455056180947e+00,1.472621556370215412e+00,-8.596923859731706585e-01,-5.247036562820417416e-01,1.477611523261382342e-02
5.006913291658733556e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.078499864700113164e+00,-8.984849829253999109e-02,6.464327290261484560e-01
5.203262832508094959e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.188336218388810428e+00,2.146190691641496340e-01,9.406927710876696880e-01
5.399612373357456363e+00,5.792311455056180947e+00,1.472621556370215412e+00,-1.088575194682499081e+00,2.489981989131185430e-02,5.128612371415174342e-01
5.595961914206819543e+00,5.792311455056180947e+00,1.472621556370215412e+00,-6.990427877617136909e-01,-5.338665047420207976e-01,-1.751115536986032617e-01
5.792311455056180947e+00,5.792311455056180947e+00,1.472621556370215412e+00,-8.165131739089856455e-02,-9.501717910958039637e-01,-3.894044137760825919e-01
5.988660995905542350e+00,5.792311455056180947e+00,1.472621556370215412e+00,4.313345647094290469e-01,-1.156347660025999868e+00,5.940950753128812489e-02
6.185010536754905530e+00,5.792311455056180947e+00,1.472621556370215412e+00,4.217398006809601196e-01,-1.525710221326757488e+00,7.659828795929576328e-01
9.817477042468103487e-02,5.988660995905542350e+00,1.472621556370215412e+00,-8.710964719690109659e-01,-1.695863171415443071e+00,1.880094052037551977e+00
2.945243112740431046e-01,5.988660995905542350e+00,1.472621556370215412e+00,-1.331851473203162550e+00,-1.463193251468425160e+00,2.144778082069816350e+00
4.908738521234051744e-01,5.988660995905542350e+00,1.472621556370215412e+00,-1.455794907484419864e+00,-5.777611685790424723e-01,2.153497383442731117e+00
6.872233929727672441e-01,5.988660995905542350e+00,1.472621556370215412e+00,-1.288047884476848592e+00,3.182484656702833647e-01,1.777097315639264874e+00
8.835729338221293139e-01,5.988660995905542350e+00,1.472621556370215412e+00,-1.085625652194610158e+00,4.459541080232074517e-01,7.619959698356728595e-01
1.079922474671491273e+00,5.988660995905542350e+00,1.472621556370215412e+00,-8.831752652407183213e-01,-3.979130707735915040e-01,-6.760977370082665860e-01
1.276272015520853564e+00,5.988660995905542350e+00,1.472621556370215412e+00,-4.920660339168786979e-01,-1.713372791908008175e+00,-1.848394209651199382e+00
1.472621556370215412e+00,5.988660995905542350e+00,1.472621556370215412e+00,2.226026078359436555e-01,-2.654272616268370744e+00,-2.120899553481634836e+00
1.668971097219577704e+00,5.988660995905542350e+00,1.472621556370215412e+00,1.200453121467813578e+00,-2.651756512110124309e+00,-1.411574878134454814e+00
1.865320638068939552e+00,5.988660995905542350e+00,1.472621556370215412e+00,2.154886653171089517e+00,-1.828734763392454443e+00,-3.957356345732098157e-01
2.061670178918301843e+00,5.988660995905542350e+00,1.472621556370215412e+00,2.638487313169280313e+00,-8.848199954035309567e-01,9.056350327233168851e-03
2.258019719767663691e+00,5.988660995905542350e+00,1.472621556370215412e+00,2.361197182144544549e+00,-5.601211250097273275e-01,-4.061836796824647156e-01
2.454369260617025983e+00,5.988660995905542350e+00,1.472621556370215412e+00,1.494137410856239745e+00,-9.849217249329971224e-01,-1.038855280245165380e+00
2.650718801466387831e+00,5.988660995905542350e+00,1.472621556370215412e+00,5.197456479338556923e-01,-1.474156976135197805e+00,-1.258461103566323569e+00
2.847068342315750122e+00,5.988660995905542350e+00,1.472621556370215412e+00,-2.174643021899761997e-01,-1.170781315767517095e+00,-8.602388741180448939e-01
3.043417883165111970e+00,5.988660995905542350e+00,1.472621556370215412e+00,-7.234386270347138437e-01,6.801115646221579658e-02,4.715385273213547161e-03
3.239767424014474262e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.121127581402845408e+00,1.558550412852213851e+00,8.839210123849319256e-01
3.436116964863836110e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.333656564038371961e+00,2.390976779498247495e+00,1.155897673793434999e+00
3.632466505713198401e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.169302282398650528e+00,2.051051110066357541e+00,4.936012827691136362e-01
3.828816046562560249e+00,5.988660995905542350e+00,1.472621556370215412e+00,-6.856904292994682182e-01,7.910189491905784687e-01,-6.801315751140204480e-01
4.025165587411922985e+00,5.988660995905542350e+00,1.472621556370215412e+00,-2.472831618235976636e-01,-5.290452497370844442e-01,-1.461301034835998935e+00
4.221515128261284389e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.587203265639491878e-01,-1.196966400270335740e+00,-1.431050884626790642e+00
4.417864669110645792e+00,5.988660995905542350e+00,1.472621556370215412e+00,-3.840190136178519564e-01,-1.166578160678234388e+00,-1.005928553900151234e+00
4.614214209960008972e+00,5.988660995905542350e+00,1.472621556370215412e+00,-6.761994214155544469e-01,-7.484258142029945882e-01,-5.822029214001265274e-01
4.810563750809370376e+00,5.988660995905542350e+00,1.472621556370215412e+00,-8.674565863525669496e-01,-1.837697835562408510e-01,-5.597413731206682744e-03
5.006913291658733556e+00,5.988660995905542350e+00,1.472621556370215412e+00,-9.721328951413548136e-01,2.938105330824580252e-01,7.084297494612311619e-01
5.203262832508094959e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.074108947829244043e+00,3.670488425583707803e-01,9.649930552330604483e-01
5.399612373357456363e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.167848286538363922e+00,-1.283803530943371796e-01,4.424020377858141617e-01
5.595961914206819543e+00,5.988660995905542350e+00,1.472621556370215412e+00,-1.114131741076068050e+00,-8.879275836188709192e-01,-3.002995916476976501e-01
5.792311455056180947e+00,5.988660995905542350e+00,1.472621556370215412e+00,-8.165192412297624935e-01,-1.328688443884128656e+00,-4.459971468741270595e-01
5.988660995905542350e+00,5.988660995905542350e+00,1.472621556370215412e+00,-4.700117017166741684e-01,-1.363542167162193675e+00,2.215892561805623828e-01
6.185010536754905530e+00,5.988660995905542350e+00,1.472621556370215412e+00,-4.575622153822328508e-01,-1.468746020175442091e+00,1.199996137207971714e+00
9.817477042468103487e-02,6.185010536754905530e+00,1.472621556370215412e+00,-9.985627042423639299e-01,-1.472925057738780241e+00,1.987023632427167730e+00
2.945243112740431046e-01,6.185010536754905530e+00,1.472621556370215412e+00,-1.103422832631930639e+00,-1.303997354192601765e+00,2.140173529791530083e+00
4.908738521234051744e-01,6.185010536754905530e+00,1.472621556370215412e+00,-8.733606457428328973e-01,-5.240781676040457970e-01,1.883812351968077836e+00
6.872233929727672441e-01,6.185010536754905530e+00,1.472621556370215412e+00,-3.683877911027821361e-01,3.539440450392139503e-01,1.355105844011549099e+00
8.835729338221293139e-01,6.185010536754905530e+00,1.472621556370215412e+00,1.227004495078038576e-01,5.239200323388415459e-01,5.550645688066750960e-01
1.079922474671491273e+00,6.185010536754905530e+00,1.472621556370215412e+00,4.398002607838777389e-01,-3.018734972037326880e-01,-2.914878432448729240e-01
1.276272015520853564e+00,6.185010536754905530e+00,1.472621556370215412e+00,6.341244714201328403e-01,-1.594353220566265383e+00,-7.772274354400083851e-01
1.472621556370215412e+00,6.185010536754905530e+00,1.472621556370215412e+00,8.698511146107240632e-01,-2.447453956535748709e+00,-6.909766367878731330e-01
1.668971097219577704e+00,6.185010536754905530e+00,1.472621556370215412e+00,1.307089659634171230e+00,-2.319398853921394554e+00,-2.108982826591603577e-01
1.865320638068939552e+00,6.185010536754905530e+00,1.472621556370215412e+00,1.869877935503909905e+00,-1.356815821490891638e+00,1.563690483475144444e-01
2.061670178918301843e+00,6.185010536754905530e+00,1.472621556370215412e+00,2.149468015481180938e+00,-2.082322183811776695e-01,-5.264515575439995820e-02
2.258019719767663691e+00,6.185010536754905530e+00,1.472621556370215412e+00,1.781554090162617454e+00,4.065535009554201440e-01,-7.767647805854269727e-01
2.454369260617025983e+00,6.185010536754905530e+00,1.472621556370215412e+00,8.868101768008579411e-01,2.603843621481805037e-01,-1.484029796786571653e+00
2.650718801466387831e+00,6.185010536754905530e+00,1.472621556370215412e+00,-4.377481502975403421e-02,-1.183824801817666417e-01,-1.653700927573074964e+00
2.847068342315750122e+00,6.185010536754905530e+00,1.472621556370215412e+00,-6.482392670542127533e-01,2.015986791998211625e-02,-1.082942654211674460e+00
3.043417883165111970e+00,6.185010536754905530e+00,1.472621556370215412e+00,-9.581634080314209712e-01,8.025461137639158249e-01,7.382737541799296727e-03
3.239767424014474262e+00,6.185010536754905530e+00,1.472621556370215412e+00,-1.174705087611154442e+00,1.634836311800382358e+00,1.054290485773211605e+00
3.436116964863836110e+00,6.185010536754905530e+00,1.472621556370215412e+00,-1.292219339924013166e+00,1.852468882933534289e+00,1.492292433908684046e+00
3.632466505713198401e+00,6.185010536754905530e+00,1.472621556370215412e+00,-1.113974926982112423e+00,1.228561646013493824e+00,1.092652356695049676e+00
3.828816046562560249e+00,6.185010536754905530e+00,1.472621556370215412e+00,-6.366628247213210745e-01,5.097109811033295051e-02,1.525537442396715793e-01
4.025165587411922985e+00,6.185010536754905530e+00,1.472621556370215412e+00,-1.795365711654165752e-01,-1.073371680403054418e+00,-6.510510504874883475e-01
4.221515128261284389e+00,6.185010536754905530e+00,1.472621556370215412e+00,-4.236416628843671373e-02,-1.625232949574459518e+00,-8.872536244869062561e-01
4.417864669110645792e+00,6.185010536754905530e+00,1.472621556370215412e+00,-2.022834852678852269e-01,-1.472498885486148268e+00,-7.142335439356093385e-01
4.614214209960008972e+00,6.185010536754905530e+00,1.472621556370215412e+00,-4.068533515518515942e-01,-7.906331938303434725e-01,-3.531379468181316539e-01
4.810563750809370376e+00,6.185010536754905530e+00,1.472621556370215412e+00,-4.616172982266186220e-01,8.871018060133886718e-02,2.641846370816375300e-01
5.006913291658733556e+00,6.185010536754905530e+00,1.472621556370215412e+00,-4.090340651457949339e-01,7.165553479308862661e-01,9.414609784810277215e-01
5.203262832508094959e+00,6.185010536754905530e+00,1.472621556370215412e+00,-4.518042747824858596e-01,7.083095206136708066e-01,1.025726248534641005e+00
5.399612373357456363e+00,6.185010536754905530e+00,1.472621556370215412e+00,-6.860572074962815181e-01,2.577693733982909866e-02,2.697276909841607173e-01
5.595961914206819543e+00,6.185010536754905530e+00,1.472621556370215412e+00,-9.514072380525401273e-01,-8.807479154069384197e-01,-6.551481352189598706e-01
5.792311455056180947e+00,6.185010536754905530e+00,1.472621556370215412e+00,-1.016721781847716777e+00,-1.367568938419535751e+00,-8.296074330442219091e-01
5.988660995905542350e+00,6.185010536754905530e+00,1.472621556370215412e+00,-8.953383559109308054e-01,-1.339532388444581779e+00,-1.020985087372899836e-02
6.185010536754905530e+00,6.185010536754905530e+00,1.472621556370215412e+00,-8.480588994842321870e-01,-1.317112000562629781e+00,1.192229180110276454e+00
9.817477042468103487e-02,9.817477042468103487e-02,1.668971097219577704e+00,-1.132428732947391659e+00,-1.260939400853968273e+00,9.449034756725545048e-01
2.945243112740431046e-01,9.817477042468103487e-02,1.668971097219577704e+00,-7.890560061968019401e-01,-1.407966447229018758e+00,9.149198476879875086e-01
4.908738521234051744e-01,9.817477042468103487e-02,1.668971097219577704e+00,-2.841802243931836891e-01,-9.776237188030580949e-01,5.071951782091667082e-01
6.872233929727672441e-01,9.817477042468103487e-02,1.668971097219577704e+00,4.555092211707504335e-01,-4.420902553824926362e-01,2.240612558268776922e-01
8.835729338221293139e-01,9.817477042468103487e-02,1.668971097219577704e+00,1.168168326621583875e+00,-5.492000126209958255e-01,1.182294762947137118e-01
1.079922474671491273e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.504258947091829945e+00,-1.466743450759412370e+00,7.086219626511991443e-02
1.276272015520853564e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.390490930225944721e+00,-2.561685100547991034e+00,6.254288758136179738e-02
1.472621556370215412e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.141041967877511443e+00,-2.996575563741056492e+00,3.000981753802255125e-02
1.668971097219577704e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.192053506172182198e+00,-2.442336711247159897e+00,-1.291870545455903185e-01
1.865320638068939552e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.599203787404076094e+00,-1.141207991051117476e+00,-3.763715731919646257e-01
2.061670178918301843e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.874479023045106274e+00,3.663132832287676610e-01,-6.370275595725554130e-01
2.258019719767663691e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.516605276742831077e+00,1.426912566135095872e+00,-1.004054291689370881e+00
2.454369260617025983e+00,9.817477042468103487e-02,1.668971097219577704e+00,5.779331627635931889e-01,1.703999417693957463e+00,-1.554215760542549507e+00
2.650718801466387831e+00,9.817477042468103487e-02,1.668971097219577704e+00,-4.814744541286472002e-01,1.586010526541438592e+00,-1.979190289469614283e+00
2.847068342315750122e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.284439713878419154e+00,1.732483049842761469e+00,-1.732274955316561060e+00
3.043417883165111970e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.698662857418185679e+00,2.162159499207633395e+00,-6.760951021224351765e-01
3.239767424014474262e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.713434533494319512e+00,2.272049407243224017e+00,6.473488999627815543e-01
3.436116964863836110e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.339275438782294492e+00,1.751183413879096484e+00,1.460600418393692479e+00
3.632466505713198401e+00,9.817477042468103487e-02,1.668971097219577704e+00,-6.473646613896122393e-01,8.800719234074770858e-01,1.371923408660852939e+00
3.828816046562560249e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.425161986138605286e-01,-4.051849195436420248e-03,6.625630940416160630e-01
4.025165587411922985e+00,9.817477042468103487e-02,1.668971097219577704e+00,7.475668689444326942e-01,-7.197735286648809794e-01,-2.579170704895795280e-02
4.221515128261284389e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.032877397660114216e+00,-1.025446224183682364e+00,-3.484675146505927801e-01
4.417864669110645792e+00,9.817477042468103487e-02,1.668971097219577704e+00,1.054165804728055100e+00,-7.171933326346784376e-01,-4.248920694409076271e-01
4.614214209960008972e+00,9.817477042468103487e-02,1.668971097219577704e+00,9.481489611531027650e-01,1.069480925294462592e-01,-3.355595183331512299e-01
4.810563750809370376e+00,9.817477042468103487e-02,1.668971097219577704e+00,8.465550518750024622e-01,1.067806016547228509e+00,9.029104261280218591e-02
5.006913291658733556e+00,9.817477042468103487e-02,1.668971097219577704e+00,7.629437282683357857e-01,1.646106809966172646e+00,7.280507795347770372e-01
5.203262832508094959e+00,9.817477042468103487e-02,1.668971097219577704e+00,5.255766996389423795e-01,1.430672812685299444e+00,9.120487038977959093e-01
5.399612373357456363e+00,9.817477042468103487e-02,1.668971097219577704e+00,-4.058978431420595667e-02,5.108202992869859127e-01,1.931911297285135443e-01
5.595961914206819543e+00,9.817477042468103487e-02,1.668971097219577704e+00,-8.450909686261953713e-01,-4.616148265387585714e-01,-9.632481895514570791e-01
5.792311455056180947e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.516207320138297066e+00,-8.606246464698514842e-01,-1.542924593170835301e+00
5.988660995905542350e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.716142361025732477e+00,-7.900196675503885491e-01,-9.962804913496549064e-01
6.185010536754905530e+00,9.817477042468103487e-02,1.668971097219577704e+00,-1.483931446743986804e+00,-8.724229677490481505e-01,1.699672480920017548e-01
9.817477042468103487e-02,2.945243112740431046e-01,1.668971097219577704e+00,-4.977400254960030468e-01,-1.073459042597552093e+00,3.071392308629380952e-02
2.945243112740431046e-01,2.945243112740431046e-01,1.668971097219577704e+00,5.282790229187474262e-02,-1.335530976999677932e+00,-4.641775977962074584e-02
4.908738521234051744e-01,2.945243112740431046e-01,1.668971097219577704e+00,6.557871707891206325e-01,-1.088304200388610310e+00,-2.381799205182080215e-01
6.872233929727672441e-01,2.945243112740431046e-01,1.668971097219577704e+00,1.308384998778444164e+00,-7.172876306083536546e-01,-9.185437837028916086e-02
8.835729338221293139e-01,2.945243112740431046e-01,1.668971097219577704e+00,1.773439162540818126e+00,-7.714367361499988585e-01,3.564787386193233321e-01
1.079922474671491273e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.750490080142892202e+00,-1.321622907445675343e+00,8.443903776748655776e-01
1.276272015520853564e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.220343797945000475e+00,-1.935979699834726953e+00,1.176345371678371388e+00
1.472621556370215412e+00,2.945243112740431046e-01,1.668971097219577704e+00,5.802558066384226887e-01,-2.169579995322479249e+00,1.147277723329757304e+00
1.668971097219577704e+00,2.945243112740431046e-01,1.668971097219577704e+00,3.478545228135687672e-01,-1.854391312070510889e+00,6.418585691909665103e-01
1.865320638068939552e+00,2.945243112740431046e-01,1.668971097219577704e+00,6.300704207316790706e-01,-9.358362721055213385e-01,-7.388797214814986358e-02
2.061670178918301843e+00,2.945243112740431046e-01,1.668971097219577704e+00,9.636743945261460054e-01,4.581006120572556073e-01,-5.856699395865693214e-01
2.258019719767663691e+00,2.945243112740431046e-01,1.668971097219577704e+00,8.093490746994358442e-01,1.738059160735731190e+00,-8.761425226964689728e-01
2.454369260617025983e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.186014958440916311e-01,2.317749149999796643e+00,-1.206441461150744132e+00
2.650718801466387831e+00,2.945243112740431046e-01,1.668971097219577704e+00,-7.018911361920981973e-01,2.361660668663628115e+00,-1.509566935062049975e+00
2.847068342315750122e+00,2.945243112740431046e-01,1.668971097219577704e+00,-1.239978399181645763e+00,2.458228336956064908e+00,-1.402585298912220280e+00
3.043417883165111970e+00,2.945243112740431046e-01,1.668971097219577704e+00,-1.356685551811907864e+00,2.654290627503692601e+00,-7.910431517291849346e-01
3.239767424014474262e+00,2.945243112740431046e-01,1.668971097219577704e+00,-1.132810122698198807e+00,2.453415277232530833e+00,-2.869349704040560084e-02
3.436116964863836110e+00,2.945243112740431046e-01,1.668971097219577704e+00,-6.717465097302046662e-01,1.712199661404480544e+00,4.863365287084956412e-01
3.632466505713198401e+00,2.945243112740431046e-01,1.668971097219577704e+00,-2.308046111876931386e-02,8.327289533343287253e-01,6.007644180801186007e-01
3.828816046562560249e+00,2.945243112740431046e-01,1.668971097219577704e+00,7.024076266490353326e-01,9.252725165404544760e-02,3.873727864730975856e-01
4.025165587411922985e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.285721456958299758e+00,-5.168971298307540874e-01,-2.704269487608280953e-02
4.221515128261284389e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.551837720821680922e+00,-8.427508568325525751e-01,-5.598188247915392157e-01
4.417864669110645792e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.499058959989293172e+00,-5.998864836407417078e-01,-1.026856782901792275e+00
4.614214209960008972e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.276879111100640563e+00,1.822759566998956027e-01,-1.049273275663373362e+00
4.810563750809370376e+00,2.945243112740431046e-01,1.668971097219577704e+00,1.082363133116670983e+00,1.105611673415702878e+00,-4.003166545262445419e-01
5.006913291658733556e+00,2.945243112740431046e-01,1.668971097219577704e+00,9.911967107184658232e-01,1.666014578374627852e+00,4.938775117917619806e-01
5.203262832508094959e+00,2.945243112740431046e-01,1.668971097219577704e+00,8.471291681167028020e-01,1.522159449940624132e+00,7.472751857657899954e-01
5.399612373357456363e+00,2.945243112740431046e-01,1.668971097219577704e+00,4.160011799982353820e-01,7.864385270722954457e-01,-3.803949611179755635e-02
5.595961914206819543e+00,2.945243112740431046e-01,1.668971097219577704e+00,-3.120870389772906206e-01,2.512105413018439828e-02,-1.248971315046126351e+00
5.792311455056180947e+00,2.945243112740431046e-01,1.668971097219577704e+00,-1.010139362649655537e+00,-2.926104024350387744e-01,-1.850033458373301354e+00
5.988660995905542350e+00,2.945243112740431046e-01,1.668971097219577704e+00,-1.271398470951422777e+00,-3.260340800512218640e-01,-1.410804545680206745e+00
6.185010536754905530e+00,2.945243112740431046e-01,1.668971097219577704e+00,-1.012359327970552947e+00,-5.715193672588129159e-01,-4.953054381130913564e-01
9.817477042468103487e-02,4.908738521234051744e-01,1.668971097219577704e+00,8.893979534876647608e-02,-1.212446158277159514e+00,-3.985348376678000681e-01
2.945243112740431046e-01,4.908738521234051744e-01,1.668971097219577704e+00,7.428721710934921285e-01,-1.600048671162006331e+00,-4.801803265904874274e-01
4.908738521234051744e-01,4.908738521234051744e-01,1.668971097219577704e+00,1.348303527881405728e+00,-1.334080548907265129e+00,-5.142212751838878271e-01
6.872233929727672441e-01,4.908738521234051744e-01,1.668971097219577704e+00,1.799967532870319520e+00,-8.425641218118253839e-01,-2.204114822519693817e-01
8.835729338221293139e-01,4.908738521234051744e-01,1.668971097219577704e+00,1.906634903462647079e+00,-6.699689332149103560e-01,3.540260546144547438e-01
1.079922474671491273e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.536453717423015508e+00,-8.801051495874672170e-01,9.781898916435097791e-01
1.276272015520853564e+00,4.908738521234051744e-01,1.668971097219577704e+00,8.297611937701173668e-01,-1.201354881207158609e+00,1.399138768815760381e+00
1.472621556370215412e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.841846349105316638e-01,-1.459458081323073086e+00,1.322917519369446016e+00
1.668971097219577704e+00,4.908738521234051744e-01,1.668971097219577704e+00,-5.248381484593227231e-02,-1.538402281311328279e+00,6.334925366035301098e-01
1.865320638068939552e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.056890541335786249e-01,-1.079794141172970345e+00,-2.631020888433939775e-01
2.061670178918301843e+00,4.908738521234051744e-01,1.668971097219577704e+00,2.971158208419673041e-01,1.520010939448768195e-01,-7.793597198355024513e-01
2.258019719767663691e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.451866153925245317e-01,1.620063557051913739e+00,-8.634705167498163414e-01
2.454369260617025983e+00,4.908738521234051744e-01,1.668971097219577704e+00,-3.912124004615560313e-01,2.470925245790363878e+00,-8.843017149639327279e-01
2.650718801466387831e+00,4.908738521234051744e-01,1.668971097219577704e+00,-9.727832205430326784e-01,2.589558853768110680e+00,-9.541980210286949982e-01
2.847068342315750122e+00,4.908738521234051744e-01,1.668971097219577704e+00,-1.208537001823843937e+00,2.536605789863553007e+00,-9.140211756942662191e-01
3.043417883165111970e+00,4.908738521234051744e-01,1.668971097219577704e+00,-1.025186712294368085e+00,2.566146266533588793e+00,-7.856611915767796051e-01
3.239767424014474262e+00,4.908738521234051744e-01,1.668971097219577704e+00,-6.439848059383858070e-01,2.354417749222233347e+00,-7.393806381143184225e-01
3.436116964863836110e+00,4.908738521234051744e-01,1.668971097219577704e+00,-2.111896677120589649e-01,1.715715827498399015e+00,-7.607216836064807364e-01
3.632466505713198401e+00,4.908738521234051744e-01,1.668971097219577704e+00,3.573701924828707188e-01,9.311480185483691496e-01,-6.809465642132137564e-01
3.828816046562560249e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.088647018863079463e+00,2.528100797827628199e-01,-4.905154386509115172e-01
4.025165587411922985e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.722243495255109558e+00,-2.883602588379246545e-01,-4.780528908971562463e-01
4.221515128261284389e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.934672122267177219e+00,-5.352443984052902559e-01,-8.960962119840422124e-01
4.417864669110645792e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.691163932043090234e+00,-2.650688257242124202e-01,-1.465933192121252393e+00
4.614214209960008972e+00,4.908738521234051744e-01,1.668971097219577704e+00,1.258179382503104904e+00,4.023603286772509113e-01,-1.508991710213939408e+00
4.810563750809370376e+00,4.908738521234051744e-01,1.668971097219577704e+00,9.346510157985615797e-01,1.062748564068848545e+00,-7.480906793439209279e-01
