t,dd0
0,1
0.327676982,1
0.645990667,0.99795082
0.851791306,0.987704918
1.048382145,0.985655738
1.244896236,0.979508197
1.460060171,0.969262295
1.656497513,0.959016393
1.862183029,0.942622951
2.05850525,0.926229508
2.25482747,0.909836066
2.450881071,0.879098361
2.65641309,0.854508197
2.899052926,0.81147541
3.05780684,0.788934426
3.253860441,0.758196721
3.459469209,0.737704918
3.655215816,0.69057377
