 VARIABLES  =  "X"  "temp"  "u"  "rho"  "H2" "H" "O" "O2" "OH" "H2O" "HO2" "CH2" "CH2(S)" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH3O" "C2H4" "C2H5" "C2H6" "N2" "AR"
 ZONE  I=705  FORMAT=POINT  SPECFORMAT=MOLE 
0.0 598.0 45.73181540411063 0.00543483770282409 0.06168608636052081 2.400761944743655e-18 -2.1648387991672746e-19 0.18848526387936942 6.352464920516385e-22 2.383484760547519e-18 5.2842014558237986e-17 -8.228783884953169e-26 -1.120737295149869e-18 2.528655209068951e-18 0.0411240575736806 2.6995738724580407e-18 -5.2514205488239286e-20 -4.228754480173661e-26 1.9682056018857686e-18 1.3943549383902633e-25 -8.966542811209912e-19 -2.7439001165800464e-29 1.5126049326255468e-18 0.7087045921864291 0.0
0.05 597.9999999999994 45.73181540411054 0.005434837702824099 0.06168608636052005 1.428609767734808e-20 2.552519467245889e-22 0.18848526387936781 1.3971069219020815e-20 6.442534049381388e-17 1.7360579050344494e-15 -2.4211694621891733e-24 -2.6638733939608843e-25 7.605103852403937e-17 0.041124057573680484 1.8889063560666825e-18 -5.251420548868796e-20 -1.666044128335343e-24 6.438196668102232e-17 5.6192294983435725e-24 -8.966558721712702e-19 -1.192895418761826e-27 1.4820067458389379e-18 0.7087045921864296 0.0
0.15 597.9999999999995 45.73181540411048 0.0054348377028241085 0.06168608636051842 1.5433866909457306e-20 1.5603007725112075e-21 0.1884852638793645 1.7756501888657146e-20 2.2147541674544765e-16 5.23006898297333e-15 -8.131786339768688e-30 -3.292099172789313e-32 9.533851181176557e-17 0.04112405757368039 1.8889065769244996e-18 -5.251420548834394e-20 4.712395765581754e-31 2.202494082692569e-16 7.061400052983454e-24 -8.966562621461578e-19 -1.455616017340083e-28 1.4745398447778136e-18 0.7087045921864309 0.0
0.25 597.9999999999998 45.731815404110414 0.005434837702824115 0.06168608636051677 1.5585380067955234e-20 1.5794324904899429e-21 0.18848526387936115 1.8218501783878406e-20 3.825416623432634e-16 8.740905832447582e-15 -1.1093236255290846e-33 -8.702363484738359e-35 9.782764678586669e-17 0.041124057573680296 1.8889143196630793e-18 -5.2514205487830466e-20 1.6857004232164554e-29 3.801391310386128e-16 7.250583739085467e-24 -8.966563093185481e-19 -1.7507337239888502e-29 1.4736409942072114e-18 0.7087045921864321 0.0
0.375 598.0 45.731815404110336 0.005434837702824125 0.061686086360514716 1.5605426145643486e-20 1.5815476823302402e-21 0.188485263879357 1.827961080798817e-20 5.845394764535352e-16 1.3132237928536563e-14 -8.745893749281343e-35 -6.464555345009555e-36 9.815699682211876e-17 0.041124057573680185 1.888929060895809e-18 -5.251420548694283e-20 2.5750427850078843e-29 5.806672081960525e-16 7.279422457117657e-24 -8.966563153600243e-19 -1.722274878743956e-30 1.473530363447315e-18 0.7087045921864337 0.0
0.5 598.0000000000003 45.73181540411026 0.005434837702824134 0.06168608636051265 1.56075462810573e-20 1.5817704864160377e-21 0.1884852638793528 1.8286073642592388e-20 7.866077061264914e-16 1.75238649593804e-14 1.0624089458147622e-35 1.4713381336758816e-36 9.819182670402362e-17 0.041124057573680074 1.888948893157441e-18 -5.251420548570294e-20 3.4646320478901906e-29 7.812657661807247e-16 7.286269493819611e-24 -8.966563160478594e-19 -1.671878300437192e-31 1.4735195983826318e-18 0.7087045921864352 0.0
0.75 598.0000000000009 45.73181540411011 0.005434837702824153 0.06168608636050849 1.560778250930895e-20 1.581795306432183e-21 0.18848526387934444 1.8286793285504425e-20 1.1907599174589696e-15 2.6307184916287882e-14 2.0745720095141613e-35 2.2902829075220928e-36 9.819570060156754e-17 0.04112405757367986 1.8890087574181407e-18 -5.2514205482963604e-20 5.243867493299691e-29 1.1824786066883474e-15 7.295048328980787e-24 -8.966563163805838e-19 -6.713850138479631e-33 1.4735187360106128e-18 0.7087045921864383 0.0
0.8750000000000001 598.0000000000013 45.73181540410999 0.005434837702824166 0.06168608636050565 1.560779512583627e-20 1.5817966309362723e-21 0.18848526387934045 1.8286831505407654e-20 1.3928364458250578e-15 3.069884663956813e-14 2.1241454234584377e-35 2.3303931200996357e-36 9.81959042371194e-17 0.04112405757367979 1.8890437839221513e-18 -5.251420547749768e-20 6.133486734509343e-29 1.383085440283127e-15 7.299308177496823e-24 -8.966563166450233e-19 1.1450798513945457e-33 1.4735188111571624e-18 0.7087045921864406 0.0
1.0 598.0000000000016 45.73181540410908 0.005434837702824274 0.061686086360485164 1.5607796639353215e-20 1.5817967887737663e-21 0.18848526387933995 1.8286835878628924e-20 1.5949132788991934e-15 3.5090508555224945e-14 2.1290120866635238e-35 2.3343308011709135e-36 9.819592545148984e-17 0.04112405757368052 1.889084091134334e-18 -5.2514205012320535e-20 7.02310613411571e-29 1.5836923165478284e-15 7.303554372832284e-24 -8.966563168712673e-19 1.9159404521850982e-33 1.4735189358696275e-18 0.7087045921864561 0.0
1.125 598.0000000000018 45.73181540408949 0.005434837702826603 0.06168608636004925 1.560779697892692e-20 1.5817968232586123e-21 0.18848526387942174 1.8286836673549488e-20 1.7970071004663084e-15 3.9482170500851424e-14 2.1294884551751842e-35 2.3347162485074652e-36 9.819592737975937e-17 0.041124057573700246 1.889146502446818e-18 -5.251415789558231e-20 7.912725546892362e-29 1.78429919646544e-15 7.307799123862102e-24 -8.96656313574684e-19 1.9907467181794256e-33 1.4735190657779471e-18 0.7087045921867855 0.0
