tnur02e-2, dd02
0,1
6.022556391,0.894101985
11.02756892,0.790122755
16.04010025,0.68991003
21.05263158,0.591587665
26.06516291,0.498936377
31.07769424,0.408175448
37.09273183,0.323080859
41.10275689,0.239886105
