tnur02e-2,dd02
0,1
8.324599491,0.952148525
12.57673304,0.906123671
20.84144333,0.873004941
29.09866747,0.841727804
37.3409193,0.814133852
41.51819135,0.786524929
49.73049858,0.76629735
57.98023656,0.736861806
70.31741279,0.701916455
86.7345411,0.66330289
107.2241353,0.622862704
123.5963468,0.595298697
180.8429406,0.512636622
242.049708,0.455771822
303.2115586,0.40995658
364.3359784,0.373349304
